Effective date 	S&P GSCI Kansas Wheat TR	S&P GSCI Kansas Wheat ER	S&P GSCI Kansas Wheat
2020-01-16	19.84	13.53	148.81
2020-01-17	20.23	13.79	151.73
2020-01-21	20.47	13.95	153.49
2020-01-22	20.17	13.74	151.19
2020-01-23	20.16	13.74	151.11
2020-01-24	19.9	13.56	149.19
2020-01-27	19.93	13.58	149.35
2020-01-28	19.74	13.45	147.97
2020-01-29	19.33	13.17	144.9
2020-01-30	19.29	13.14	144.59
2020-01-31	19.07	12.99	142.9
2020-02-03	19.12	13.02	143.28
2020-02-04	19.14	13.04	143.44
2020-02-05	19.41	13.22	145.43
2020-02-06	19.17	13.05	143.59
2020-02-07	19.36	13.19	145.42
2020-02-10	19.36	13.19	145.79
2020-02-11	19.19	13.07	144.85
2020-02-12	19.31	13.15	146.12
2020-02-13	19.12	13.02	145.13
2020-02-14	19.1	13.01	144.97
2020-02-18	19.95	13.58	151.34
2020-02-19	19.7	13.41	149.42
2020-02-20	19.46	13.25	147.66
2020-02-21	19.24	13.1	145.97
2020-02-24	18.59	12.65	140.98
2020-02-25	18.7	12.72	141.83
2020-02-26	18.59	12.65	140.98
2020-02-27	18.29	12.44	138.68
2020-02-28	18.35	12.48	139.14
2020-03-02	18.53	12.61	140.52
2020-03-03	18.55	12.62	140.68
2020-03-04	18.35	12.48	139.14
2020-03-05	18.07	12.29	136.99
2020-03-06	18.07	12.29	136.99
2020-03-09	17.86	12.15	135.38
2020-03-10	18.01	12.25	136.53
2020-03-11	17.64	11.99	133.69
2020-03-12	17.52	11.92	132.85
2020-03-13	17.47	11.88	132.46
2020-03-16	17.16	11.67	130.08
2020-03-17	17.5	11.9	132.69
2020-03-18	18.08	12.3	137.07
2020-03-19	18.85	12.82	142.9
2020-03-20	18.99	12.92	143.98
2020-03-23	19.82	13.48	150.27
2020-03-24	19.87	13.52	150.65
2020-03-25	20.29	13.8	153.8
2020-03-26	19.73	13.42	149.58
2020-03-27	19.71	13.41	149.42
2020-03-30	19.71	13.41	149.42
2020-03-31	19.97	13.58	151.34
2020-04-01	19.24	13.08	145.82
2020-04-02	18.79	12.78	142.44
